,Name,Location,Specialty,Picture
247,"Craig Salt, MD","['7901 Frost St.', '10670 Wexford St.']",['Plastic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
248,"Perry Mansfield, MD","['3075 Health Center Drive', '3590 Camino Del Rio N']",['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/5IBtfScZqd2U5EXBhDQMFY/477a3b0c4fe6889c69615e86ea52cee2/mansfield_perry_57176_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
249,"Davies Wong, MD",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/468Som7D7Iy8ulYUcs6cgh/e0f9abdea47562958fcfa673693da5bd/wong_davies_55114_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
250,"Casie Shenoy, MD",['3075 Health Center Drive'],"['Hematology/oncology', 'Oncology']",https://images.ctfassets.net/pxcfulgsd9e2/4EtmAN0u1cD8aF9rXBHIma/0bfaf55c582d05c990d7241342be1241/shenoy_casie_86403_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
251,"Jason Davis, MD","['4060 4th Ave', '8010 Frost St']",['Nephrology'],https://images.ctfassets.net/pxcfulgsd9e2/4OdyIVm8SBrAJ0I5rk5d0D/d16d1dc200cf5554ae4a8f56ed03d4d2/davis_jason_79254_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
252,"Wendy Shelly, MD","['6125 Paseo Del Norte', '8010 Frost St']","['OBGYN', 'Reproductive endocrinology/infertility']",https://images.ctfassets.net/pxcfulgsd9e2/2entsYQ9RsYYssTTOBaMeL/30643a62397afc950a2ae1437e579e68/shelly_wendy_78272_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
253,"Bijal Patel, MD","['8010 Frost St', '8008 Frost St.']",['Nephrology'],https://images.ctfassets.net/pxcfulgsd9e2/2WKFZy5Lr81guF2u2gS4V0/fae3e0d5d720185583c1c572dd0671aa/patel_bijal_73599_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
254,"Arlene Morales, MD","['6125 Paseo Del Norte', '8010 Frost St']",['Reproductive endocrinology/infertility'],https://images.ctfassets.net/pxcfulgsd9e2/3AH6guaOXFPSConMRHP8xX/d92997d0f345ac3252dda51e23b5e591/morales_arlene_64509_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
255,"Robert Tonks, MD",['8010 Frost St'],"['Orthopedic surgery', 'Orthopedics - trauma']",https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
256,"Alexa Orand Medica, MD",[],"['Endocrinology', 'Reproductive endocrinology/infertility']",https://images.ctfassets.net/pxcfulgsd9e2/2jeE06DgvOug2krIKJ2oM8/e2f6a8fc26f959b102d6804bd2fe91ba/Alexa_Medica.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
257,"Carter Maurer, MD","['2600 Via De La Valle', '8008 Frost St.']",['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/6QLFBJZ4iAjpw4wobnvVlj/49c3e5067522d52c8dc901844c702e79/maurer_carter_79772_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
258,"Reza Khoshini, MD","['8008 Frost St.', '1224 10th St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/46ECOjwe6SVCGfHUyCsvX9/6fa573d02a6cce6dc7fe74fa4c0915da/khosini_reza_75844_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
259,"Hyun Sil Kim, MD","['8008 Frost St.', '1224 10th St.', '15611 Pomerado Road']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/3LOLlqxsObeorey52A1tIv/8300e891f2dd3fcddd94773e09bfc0ce/kim_hyun-sil_65722_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
260,"Daniel Lee, MD","['8008 Frost St.', '1224 10th St.', '15611 Pomerado Road']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/4TJzNQmi2KreqIkAYClLYJ/d9a1fa13ab99a25bd3c66d0c8a896111/lee_daniel_65593_2009.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
261,"Mark McBride, MD",['8008 Frost St.'],['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/21fL9AOX6NzaBl9qtShfOk/322d1def00049cc7c008d51220911256/mcbride_mark_64510_2015.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
262,"Sergio Flores, MD","['8008 Frost St.', '1224 10th St.', '15611 Pomerado Road']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/3E72ae9evDGWc4CnZrtVEy/0870d42c39d5fbb0f2a555a9b2b26dc0/flores_sergio_60183_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
263,"Joseph Jankiewicz, MD",['8008 Frost St.'],['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/7A8LZ1y4tzZILSJAcc2aPw/69d62faaaf167a494e790e6f65f36c26/jankiewicz_joseph_58941_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
264,"William Chen, MD","['15611 Pomerado Rd', '8008 Frost St.', '1224 10th St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/6XutJixbRloYaH9QvBEgt6/77ced99432ddea876c775b366547eb26/Dr._William_Chen.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
265,"Krishna Cidambi, MD",['8008 Frost St.'],['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/1fodc0fKiJVdFpzrYwiDZL/d83b5819824f89f901a7cc061987c468/cidambi_krishna_83935_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
266,"Arthur Yan, MD","['8008 Frost St.', '1224 10th St.', '15611 Pomerado Road']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/1VBCgReka4eLmGf4i74JKI/8104a557c271358a5c76f4db692360d4/yan_arthur_76963_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
267,"Cainan Foltz, MD","['8008 Frost St.', '1224 10th St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/6EKTdJqqvW7OSOFIR8oGDL/05538d209de259030e937dcc1f500e0f/foltz_cainan_82549_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
268,"Julie Gilbert, MD",['8008 Frost St.'],['Hand surgery'],https://images.ctfassets.net/pxcfulgsd9e2/34vuTZtaB1f27kuHeYv4eO/094f76db24f7322c2bac7589a0742b14/Julie_Gilbert.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
269,"Dori Cage, MD",['8008 Frost St.'],['Hand surgery'],https://images.ctfassets.net/pxcfulgsd9e2/2ign589obgzqzyDGgdbzEa/4c1e8618f480d1bb38c84d34ff2a45a5/cage_dori_55494_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
270,"Joel Berger, MD, DDS",['8008 Frost St.'],"['Dentistry', 'Oral and maxillofacial surgery']",https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
271,"Hassan Azimi, MD",[],['Hand surgery'],https://images.ctfassets.net/pxcfulgsd9e2/3oD2DbbWsBt0TmudZ0q9ea/a788c75c55ad2b1cfbc42c5fb3f6353c/azimi_hassan_91062_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
272,"Lindsey Urband, MD",[],['Hand surgery'],https://images.ctfassets.net/pxcfulgsd9e2/576YBuXF4Jr2SXd6CNlqZr/b7998b1846ffa068541362bcc5bc6149/hagstrom_lindsey_83705_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
273,"Douglas Dobecki, MD",['5395 Ruffin Rd'],['Pain medicine'],https://images.ctfassets.net/pxcfulgsd9e2/L8a3xnWcC0NdSRfhYtInb/0a2261fb43ecfb7fff0c83ef1c8fd6e7/dobecki_douglas_73232_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
274,"Bruno Flores, MD",['5395 Ruffin Rd'],['Neurological surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
275,"Jason Toranto, MD",['5395 Ruffin Rd'],['Plastic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4X7uGBuU8TM6Znr9H4tytl/96f480723dc8bbdbedbfbe2d7ab46bbb/toranto_jason_84234_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
276,"Seth Katzen, DO","['5360 Jackson Drive', '5395 Ruffin Road']",['Pain medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
277,"Siavash Jabbari, MD",['3075 Health Center Drive'],['Radiation oncology'],https://images.ctfassets.net/pxcfulgsd9e2/1byiFzymUmiGGFnUwqEZwe/f6d8cdeb9ee2d5c6b7986f1d5778cc8e/Jabbari_Siavash_79202_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
278,"Annie Chin, OD","['10670 Wexford St.', '3075 Health Center Drive']",['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/28iBoqQiKMyxnphdLH6yaZ/e62010bf1639ea89b45b3c8bc9d4f51c/chin_annie_79273_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
279,"Sunanda Pejavar, MD",['3075 Health Center Drive'],['Radiation oncology'],https://images.ctfassets.net/pxcfulgsd9e2/35aAv3tgXMz4DRBucbvg5U/e91365953e19849c6e4898454c46be68/pejavar_sunanda_78101_2015.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
280,"Kristen Rice, MD","['5555 Reservoir Dr', '3075 Health Center Dr']",['Oncology'],https://images.ctfassets.net/pxcfulgsd9e2/Zp4W2C1sA0cyCEyb14HQL/3e673c14b4b3460ec1d02a1298fe358b/rice_kristen_77989_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
281,"Richard Sacks, MD",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/2gAZQJJcqvxAfNeXx3Cdlt/5e8105e4553db644380bc0b3777be8da/sacks_richard_73982_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
282,"Jennifer Fisher, MD","['3075 Health Center Dr', '4060 4th Ave']","['Hematology/oncology', 'Oncology']",https://images.ctfassets.net/pxcfulgsd9e2/5aLXfcaptz4nKvPLiJiH5V/27a97bbe2156876cdd37e186a9d53b09/fisher_jennifer_65014_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
283,"Lori Coleman, MD",['3075 Health Center Drive'],['Radiation oncology'],https://images.ctfassets.net/pxcfulgsd9e2/6TXzNCj0mcm2R5Qi7QMxid/698a6114a9c95e42595f073832742991/coleman_lori_61618_2009.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
284,"Tommy Korn, MD","['3075 Health Center Drive', '3075 Health Center Drive']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/2JkmqgLKWbL4CFmW11MfPv/8a746703fd02a98d949e8e9eb0f37fa7/korn_tommy_66024_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
285,"Steven Kossman, MD","['5555 Reservoir Dr', '3075 Health Center Dr']","['Hematology/oncology', 'Oncology']",https://images.ctfassets.net/pxcfulgsd9e2/zqQSdALdebdRgOJJOBhf6/d731e285642088426cad0e998ecb32a6/kossman_steven_63163_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
286,"Eric Linebarger, MD",['3075 Health Center Drive'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/rgfBHBHs0CcpHkuAYzePh/5d29bc56e15688e1ee68bfeda6678ef4/linebarger_eric_64817_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
287,"Charles Redfern, MD","['3075 Health Center Dr', '230 Prospect Pl']",['Oncology'],https://images.ctfassets.net/pxcfulgsd9e2/1UiRATpE8cWn8M8233bjxV/c0499eecb3d360a11b1a574c1fc0b076/Charles_Redfern.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
288,"Ann Lopez, MD",['3075 Health Center Drive'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/7LR2vYZRHnUkt1yjiI2FyI/0b71ec0019b29c2eda84c560ac40d580/lopez_ann_59373_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
289,"Alfred Saleh, MD",['3075 Health Center Dr'],"['Hematology/oncology', 'Oncology']",https://images.ctfassets.net/pxcfulgsd9e2/2c1PrWcWURo5O5ZiJlYNgA/c19faac12fdae32e77230c5665a60b5b/Saleh_Alfred_53227_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
290,"James Coggan, DO",['3075 Health Center Dr'],"['Hematology/oncology', 'Oncology']",https://images.ctfassets.net/pxcfulgsd9e2/7a7J166fi41qNAVVJXGLg5/35e3695b39e668668ea125ac271c08c8/coggan_james_95100_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
291,"Croix Fossum, MD","['3075 Health Center Drive', '5555 Grossmont Center Drive']",['Radiation oncology'],https://images.ctfassets.net/pxcfulgsd9e2/4Ebf6YOPt1Ei37tIsoKWqE/ac5455303cc89d5393094ff1292e0ad1/fossum_croix_94589_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
292,"Heather Tracy, MD",['3075 Health Center Dr'],"['Hematology/oncology', 'Oncology']",https://images.ctfassets.net/pxcfulgsd9e2/1mhF7vRMrhz6y3qvkrRpNj/df830679f57ebfc13ac9f7f61e2059f8/head_shot_-_lab_coat__1_.JPG?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
293,"Gaurav Khanna, MD",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/4Mqmt0jRK5njhcA0IbApmc/f181dba721153d1538dd89927ddf8b0e/khanna_gaurav_92946_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
294,"Soud Sediqe, MD",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
295,"Spyros Kamarinos, MD",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
296,"Walter Chou, MD",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/7oKj9NLAYdMH28np1tj2Va/4905d118f5a79b1b1b6e04ba081a48a8/chou_walter_88771_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
297,"Marie Shieh, MD",['3075 Health Center Dr'],['Oncology'],https://images.ctfassets.net/pxcfulgsd9e2/5DsNYfqxNR8ws1JQmsXSnr/6389322b27e0cfb42adae41a90c5c260/shieh_marie_80990_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
298,"Frank Tsai, MD",['3075 Health Center Drive'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/186FpSqP3nPtRCEHOvAQiW/55e4137d1efe9168155d6862afdbf1f5/tsai_frank_84076_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
299,"Ahmed Salem, DO",['3075 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/3ZHTxeHTpY5LzhmkPNtIwv/8f09553975fb8f01931e1a0ddea85eaa/salem_ahmed_84245_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
300,"Bishoy Said, MD","['300 Fir Street', '3075 Health Center Drive']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/jTbdBvTNpnD3pXzJVhG3U/35a9853559eabb303e35438ae9585977/said_bishoy_80584_2015.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
301,"Tri Nguyen, MD",['7345 Linda Vista Rd'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
302,"Gayatri Chhatre, MD",['2929 Health Center Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/2JfB9MgSWrAgijbU3txXAq/41455cfe2b234f7523a269eecac41519/chhatre_gayatri_80551_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
303,"Shereen Binno, MD",['2929 Health Center Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4oU48snIbpKyA5ZmjRnWsT/03176f2f3b9befa2757cc70390bc7fa4/binno_shereen_75441_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
304,"Gargi Kubal, MD",['2929 Health Center Drive'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4R8ZS5DlQz2TkyGjXKEB2b/c43f54f8e365723a3cab99d3b24f5338/kubal_gargi_71942_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
305,"Peggy Manuel, MD",['2929 Health Center Drive'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/736suhjXvvPT5xXVmQG0FD/200a62f4333feb744a28ef29047c91be/manuel_peggy_53672_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
306,"Jessica Ehly-Yu, MD",['2929 Health Center Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
307,"Daniel Yu, MD",['2929 Health Center Drive'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/23QQa4fGU0YvUsbQFZJWKs/ebdf8ddd486b6cc7dba5a7489f6239f8/Daniel_Yu.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
308,"Siri Patel, MD",['2929 Health Center Drive'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
309,"Melody Besharati, MD",['2929 Health Center Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/7ds24kgzdtPWYEhq9WoqVK/affe94ff4d18b8af1c540c90b783bf47/Dr._Melody_Besharati.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
310,"Danny Younes, MD",['2929 Health Center Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/7ueaYfrBnt1VsuK7rgP7mm/24166432f96d21863c504b99b23b2fd9/younes_danny_86404_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
311,"Robert Kumar, MD",['2929 Health Center Drive'],['Cardiology'],https://images.ctfassets.net/pxcfulgsd9e2/4oyMECXj0xNtZwxxHs9npW/1a7c384837304303a3fe9631cc634976/kumar_robert_80260_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
312,"Darren Keller, MD","['2929 Health Center Drive', '10670 Wexford St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/2UxmpuuMAWwLmKKLdMrL6s/8b342643b1e37ff86ba7722e58d4db32/keller_darren_79026_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
313,"Alissa Speziale, MD","['2929 Health Center Drive', '10670 Wexford St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/3CdZLsEAoWWkPHw1QLg1Y5/ecc1d778893e20eaf51f6a9b57104457/speziale_alissa_69382_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
314,"Amarpal Arora, MD","['2600 Via De La Valle', '2929 Health Center Drive']",['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/746abrNkjbY3C0eS82M4yb/2f6b92dba4f4b833846adac3ae7c9596/arora_amarpal_74573_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
315,"Elan Hekier, MD",['2929 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/48NHT9HUAZUUzWvlFGjxvH/c59323718f18abf2b8ce167791cf6ffe/hekier_elan_74545_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
316,"Michael Holtel, MD","['2929 Health Center Drive', '10670 Wexford St.']",['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/3GzXovhMi845pBBlbNRbRa/3e8ca1a27ad713d1a893fc96ec1b915c/holtel_michael_74222_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
317,"Paulo Guillinta, MD","['525 Third Ave.', '2929 Health Center Drive']",['Cardiology'],https://images.ctfassets.net/pxcfulgsd9e2/6Wd0t3rx2NscLVG1q47NGK/e05747b563f227c8e194366f77ffcb83/guillinta_paulo_71852_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
318,"Stephen Lee, MD",['2929 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/3wnawCvlulYTRoddDOT7AR/318e6f060fb171f5446bc1d778e808ce/lee_stephen_69835_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
319,"Gregory Alberton, MD","['2600 Via De La Valle', '2929 Health Center Drive']",['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/7GyFJPrSF9q4n4axJEhwcM/82607295c2d5299feb0c76a52eac90a5/alberton_gregory_65816_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
320,"Michael Keefe, MD","['2929 Health Center Drive', '10670 Wexford St.']",['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/6ZH3JlBWZHO59HuUfT37On/32182d438c93a36fdb450a8aad4dad74/keefe_michael_71438_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
321,"Susan Chu, MD","['2929 Health Center Drive', '10670 Wexford St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/37fiJz8G625pfVBfiL2gmJ/44eb6cfe182962b044de2bcee42af027/chu_susan_70309_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
322,"Dyson Hamner, MD",['2929 Health Center Drive'],['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
323,"Alon Garay, MD",['2929 Health Center Drive'],['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/1rtoGUVolysx003uqiXHRP/ad8a5ca3f1536558eb7f049c451e34e9/garay_alon_55075_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
324,"Steven Kavy, MD","['5525 Grossmont Center Drive', '2929 Health Center Drive']",['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/5RDXaSrB36ObanOzp6F9Fg/06b79413a1635662216e33be288198c3/kavy_steven_54323_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
325,"Alan Bier, MD",['2929 Health Center Drive'],['Cardiology'],https://images.ctfassets.net/pxcfulgsd9e2/74nYeXk5vPLm6NIGo7EW3u/3b17855f563bec43317daf7471fab5ab/bier_alan_53719_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
326,"Tatiana Saul, MD","['5525 Grossmont Center Drive', '2929 Health Center Drive']",['Cardiovascular disease'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
327,"Jose Navarro Almario, MD","['2929 Health Center Drive', '10670 Wexford St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/3f5Mp4uFBL2rUs15HGz9pH/8a32034388679b05617fd11ba1abe9b0/Jose_Navarro_Almario__MD.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
328,"Eric Mlodzinski, MD",['2929 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
329,"Yuhang Sun, MD",['2929 Health Center Drive'],['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/64TlN4l4QxyjWcOdZivRme/d3e90f537bb4d22c9a51f2b1a1704a84/sun_yuhang_95172_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
330,"Hongfei Fang, MD","['2929 Health Center Drive', '10670 Wexford St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/2QNP9CvjEzriXYHxLSCAHW/f0647c4db4af3e65b63942958cd913a7/fang_hongfei_91775_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
331,"Joshua Penfield, MD","['2929 Health Center Drive', '10670 Wexford St.']",['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/2EGAld25WkJIvex6SVCM0o/2f3495136a57b08cc76f3811d70bce55/penfield_joshua_91485_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
332,"Mark Bowers, MD","['16899 W. Bernardo Drive', '2929 Health Center Drive']",['Orthopedic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/5onh7NlXxq9Uay2Ocqa2i9/5d3d709dd63da9d3df46b2b36c95c258/bowers_mark_90922_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
333,"Haleyur Arun, MD",['2929 Health Center Drive'],['Pulmonary disease'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
334,"Brianna Harris, MD",['2929 Health Center Drive'],['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/F3Y50FBzvc0RGDtxhZ7ld/4f6c786d0ece09c6c532e91783dd039d/harris_brianna_89420_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
